Adress;Postnr;Postort;Nytt Postnr;Ny Postort
Brandstorp Karlsborg;36076;ÄLGHULT;36495;ÄLGHULT
Nor Vallvägen 4;82040;JÄRVSÖ;82754;JÄRVSÖ
Knivingaryd 213;38044;ALSTERBRO;38274;ALSTERBRO
Fagerviksvägen 9;82064;NÄSVIKEN;82466;NÄSVIKEN
Snapphanevägen 25;28022;VITTSJÖ;28266;VITTSJÖ
Arkelstorpsvägen 193-56;29062;VILSHULT;29395;VILSHULT
Norrkroksvägen 30;81040;HEDESUNDA;81845;HEDESUNDA
Tynningövägen 52;18592;VAXHOLM;13492;TYNNINGÖ
Öjabyvägen 24A;35250;VÄXJÖ;35273;VÄXJÖ
Sandebo Graninge 1;57010;KORSBERGA;57475;KORSBERGA
Södra Arnön 362;66057;VÄSE;65595;VÄSE
Norra Gävlevägen 175;81040;HEDESUNDA;81895;HEDESUNDA
Los kyrkbyväg 51;82050;LOS;82770;LOS
Ålbovägen 24;81040;HEDESUNDA;81895;HEDESUNDA
Stationsgatan 25;82040;JÄRVSÖ;82750;JÄRVSÖ
Gamla Räppevägen 19;35250;VÄXJÖ;35274;VÄXJÖ
Sandslån 1;82076;JÄTTENDAL;82996;JÄTTENDAL
Solbergavägen 34D;57010;KORSBERGA;57475;KORSBERGA
Furuvägen 6;36024;LINNERYD;36258;LINNERYD
Lorthålet 402;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Karl-Petters väg 9A;31198;GLOMMEN;31154;GLOMMEN
Utnäs 114;82065;FORSA;82461;FORSA
Minnetsvägen 6;66010;DALS LÅNGED;66695;DALS LÅNGED
Bölevägen 4;82064;NÄSVIKEN;82465;NÄSVIKEN
Blötvik 8;36024;LINNERYD;36297;LINNERYD
Bredåker 237;82070;BERGSJÖ;82951;BERGSJÖ
Billa Ängslyckan;36043;ÅRYD;35575;ÅRYD
Myresjö Fridenborg 1;57013;MYRESJÖ;57471;MYRESJÖ
Nävelsjö norrgård 7;57012;LANDSBRO;57472;LANDSBRO
Skogslindsgatan 7;52333;ULRICEHAMN;52340;ULRICEHAMN
Båthusvägen 10;31198;GLOMMEN;31154;GLOMMEN
Kramsta Hällvägen 4;82040;JÄRVSÖ;82752;JÄRVSÖ
Backgatan 36;93070;MALÅ;93931;MALÅ
Risvallarna 105;83021;TANDSBYN;83499;TANDSBYN
Rumsta 112;82065;FORSA;82462;FORSA
Jägargatan 8;28020;BJÄRNUM;28263;BJÄRNUM
Stugvägen 6;82011;VALLSTA;82167;VALLSTA
Rydvägen 1552;29060;KYRKHULT;29394;KYRKHULT
Östergårdsvägen 5;57003;VRIGSTAD;57697;VRIGSTAD
Östansjö 223;77070;LÅNGSHYTTAN;77673;LÅNGSHYTTAN
Kölaby Tostarp 118;52026;TRÄDET;52378;TRÄDET
Strind 607;86035;SÖRÅKER;86195;SÖRÅKER
Östanskär 148;86040;INDAL;85597;INDAL
Viresjövägen 13;57021;MALMBÄCK;57168;MALMBÄCK
Alstervägen 41;38044;ALSTERBRO;38273;ALSTERBRO
Åsbovägen 8;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Näsbyn 16;82060;DELSBO;82474;DELSBO
Stationsgränd 17;86035;SÖRÅKER;86151;SÖRÅKER
Höjdgatan 21;57013;MYRESJÖ;57471;MYRESJÖ
Kullerbacken 11;77070;LÅNGSHYTTAN;77672;LÅNGSHYTTAN
Hallsbovägen 4;81040;HEDESUNDA;81896;HEDESUNDA
Storhullsjön 407;86013;STÖDE;86496;STÖDE
Norra Mellby 1131;28010;SÖSDALA;28273;SÖSDALA
Varvsvägen 36;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Sandviksudden 7;66694;DALS LÅNGED;66694;DALS LÅNGED
Vattlång 115;82071;ILSBO;82991;ILSBO
Värnshögen Kvarnen 5;66011;BILLINGSFORS;66641;BILLINGSFORS
Brottarevägen 4;23592;VELLINGE;23543;VELLINGE
Verum 4190;28022;VITTSJÖ;28268;VITTSJÖ
Väse-Mosserud 339;66057;VÄSE;65596;VÄSE
Kolmilevägen 10;66052;EDSVALLA;66493;EDSVALLA
Rallarringen 66;35263;VÄXJÖ;35265;VÄXJÖ
Hovra Inibyvägen 20;82042;KORSKROGEN;82772;KORSKROGEN
Norrvåga 24;82040;JÄRVSÖ;82753;JÄRVSÖ
Västra Trösten 450;82070;BERGSJÖ;82951;BERGSJÖ
Häggagårdsvägen 9;38044;ALSTERBRO;38274;ALSTERBRO
Turistvägen 24;82040;JÄRVSÖ;82751;JÄRVSÖ
Skiljegatan 5;86032;FAGERVIK;86145;FAGERVIK
Ringvägen 27;93010;LÖVÅNGER;93261;LÖVÅNGER
Broby Brobyholm 1;57012;LANDSBRO;57472;LANDSBRO
Furutorp 5032;28022;VITTSJÖ;28268;VITTSJÖ
Lillängsvägen 6;28010;SÖSDALA;28273;SÖSDALA
Attorp 104;52011;VEGBY;52362;VEGBY
Slättarödsvägen 79;28020;BJÄRNUM;28261;BJÄRNUM
Hemgraven 128;86013;STÖDE;86496;STÖDE
Trogstavallen 35;82065;FORSA;82462;FORSA
Dalskog Fredsnäs 1;57012;LANDSBRO;57472;LANDSBRO
Schwerinvägen 52C;35249;VÄXJÖ;35272;VÄXJÖ
Blacke 423;93010;LÖVÅNGER;93293;LÖVÅNGER
Undersvik 8984;82011;VALLSTA;82167;VALLSTA
Pallviken 130;85590;SUNDSVALL;85358;SUNDSVALL
Lenhovdavägen 18;36076;ÄLGHULT;36495;ÄLGHULT
Östanbäck 106;86041;LIDEN;85598;LIDEN
Ljungsjövägen 35;29062;VILSHULT;29395;VILSHULT
Bergsvängen 5;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Gottåsa Norregård 2;34032;GRIMSLÖV;34255;GRIMSLÖV
Bredåker 39;82070;BERGSJÖ;82951;BERGSJÖ
Västergatan 4;28023;HÄSTVEDA;28274;HÄSTVEDA
Medelhult 104;38044;ALSTERBRO;38274;ALSTERBRO
Rudet Komministergården 3;54066;SJÖTORP;54266;SJÖTORP
Nyeds-Hulteby 622;66060;MOLKOM;65598;MOLKOM
Industrivägen 14;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Fullerö strand 51;72591;VÄSTERÅS;72590;VÄSTERÅS
Norrvägen 35;82065;FORSA;82460;FORSA
Norrängsgatan 27;66050;VÅLBERG;66452;VÅLBERG
Fäbovägen 83;81040;HEDESUNDA;81895;HEDESUNDA
Kubbvägen 3;82020;LJUSNE;82675;LJUSNE
Ängsvägen 3;82041;FÄRILA;82760;FÄRILA
Västra Häglinge 2136;28010;SÖSDALA;28273;SÖSDALA
Ängvägen 5;66050;VÅLBERG;66450;VÅLBERG
Källeräng 22;82060;DELSBO;82472;DELSBO
Nora 440;86025;KOVLAND;85592;KOVLAND
Furuvägen 17;36024;LINNERYD;36258;LINNERYD
Nydala Andreholm;57003;VRIGSTAD;57697;VRIGSTAD
Nydala Nyhem;57003;VRIGSTAD;57697;VRIGSTAD
Modigs väg 24;36077;FRÖSEKE;36497;FRÖSEKE
Milsbron 522;82077;GNARP;82962;GNARP
Tandsjöborg Inlandsvägen 398;82050;LOS;82770;LOS
Baldersnäs herrgård;66010;DALS LÅNGED;66694;DALS LÅNGED
Norråkervägen 12C;82075;HARMÅNGER;82995;HARMÅNGER
Smedjegatan 12A;82060;DELSBO;82470;DELSBO
Rönnvägen 22;36024;LINNERYD;36258;LINNERYD
Tallvägen 24;36043;ÅRYD;35575;ÅRYD
Ava 480;86035;SÖRÅKER;86194;SÖRÅKER
Mickelbergsvägen 27B;82023;BERGVIK;82668;BERGVIK
Iste 3111;82011;VALLSTA;82168;VALLSTA
Lilla Dalsjövägen 40;28020;BJÄRNUM;28261;BJÄRNUM
Hermans väg 172;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Södra Långsbo 71;82060;DELSBO;82472;DELSBO
Sörvikstavägen 210;82065;FORSA;82462;FORSA
Fasanvägen 20;35250;VÄXJÖ;35273;VÄXJÖ
Grimslöv Aspelund 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Storgatan 7L;66060;MOLKOM;65561;MOLKOM
Hagnarpstorp 2449;28023;HÄSTVEDA;28276;HÄSTVEDA
Berggrens väg 1;37042;TORHAMN;37371;TORHAMN
Rävninge 2151;28023;HÄSTVEDA;28276;HÄSTVEDA
Byn 620;82077;GNARP;82961;GNARP
Härjedalsvägen Skytesvallen 10;82042;KORSKROGEN;82772;KORSKROGEN
Backegatan 13;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Lillbo 18;82060;DELSBO;82472;DELSBO
Norrgårdsvägen 5;56034;VISINGSÖ;56394;VISINGSÖ
Envägen 1;37043;STURKÖ;37361;STURKÖ
Persbol 535;66060;MOLKOM;65598;MOLKOM
Solum 268;86025;KOVLAND;85561;KOVLAND
Waldaus väg 12;28022;VITTSJÖ;28266;VITTSJÖ
Bergsmäns väg 21;77070;LÅNGSHYTTAN;77672;LÅNGSHYTTAN
Björkängsgatan 13;57021;MALMBÄCK;57168;MALMBÄCK
Polsvägen 5;37043;STURKÖ;37361;STURKÖ
Kapten Aréens väg 15;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Yxnanäs 1;36023;ÄLMEBODA;36298;ÄLMEBODA
Rönäsudd 19;77071;STJÄRNSUND;77674;STJÄRNSUND
Kaprifolvägen 15;86013;STÖDE;86441;STÖDE
Ofärne 230;82065;FORSA;82462;FORSA
Änga Tallbacksvägen 9;82040;JÄRVSÖ;82754;JÄRVSÖ
Lilla Vittsjö 572;28022;VITTSJÖ;28267;VITTSJÖ
Färjvägen 6;86030;SÖRBERGE;86141;SÖRBERGE
Sjöråvägen 3;90752;UMEÅ;90754;UMEÅ
Tynningösundsvägen 64C;18592;VAXHOLM;13492;TYNNINGÖ
Ängebo 96;82062;BJURÅKER;82479;BJURÅKER
Skålvall 10;82041;FÄRILA;82761;FÄRILA
Ågatan 7;86030;SÖRBERGE;86141;SÖRBERGE
Pukabo Husartorp 1;57016;KVILLSFORS;57455;KVILLSFORS
Fröseke kapell;36077;FRÖSEKE;36497;FRÖSEKE
Morängsvägen 8;82074;STOCKA;82496;STOCKA
Snickarevägen 22;23592;VELLINGE;23543;VELLINGE
Industrivägen 13;82020;LJUSNE;82675;LJUSNE
Skillinge 625;86035;SÖRÅKER;86194;SÖRÅKER
Järnvallen 18;82060;DELSBO;82473;DELSBO
Gottfridsbergsvägen 7;86035;SÖRÅKER;86152;SÖRÅKER
Tvärgatan 3;66057;VÄSE;65595;VÄSE
Älvåsen 500;82078;HASSELA;82998;HASSELA
Norregatan 14;28010;SÖSDALA;28272;SÖSDALA
Gustav Abels väg 8;38040;ORREFORS;38271;ORREFORS
Amerikagården 2;57010;KORSBERGA;57475;KORSBERGA
Verkstadsvägen 21;56029;TENHULT;56161;TENHULT
Grimslöv Ramsdal 1;34032;GRIMSLÖV;34255;GRIMSLÖV
Slättarödsvägen 23;28020;BJÄRNUM;28261;BJÄRNUM
Rislycke 121;36052;KOSTA;36544;KOSTA
Tjärnvallsvägen 6;82042;KORSKROGEN;82772;KORSKROGEN
Stensjö 105;83021;TANDSBYN;83499;TANDSBYN
Skogsvägen 1L;66010;DALS LÅNGED;66695;DALS LÅNGED
Gärdesvägen 9;57012;LANDSBRO;57473;LANDSBRO
Gettorget 116;86013;STÖDE;86496;STÖDE
Maglö 1412;28010;SÖSDALA;28273;SÖSDALA
Gästgivaregatan 6;57003;VRIGSTAD;57696;VRIGSTAD
Snickargatan 21;93070;MALÅ;93932;MALÅ
Västeränggatan 35;66050;VÅLBERG;66451;VÅLBERG
Forneby 5705;82010;ARBRÅ;82163;ARBRÅ
Lindvägen 5;28023;HÄSTVEDA;28274;HÄSTVEDA
Vidablicksvägen 13;31138;FALKENBERG;31178;FALKENBERG
Årset lillegård 10;57012;LANDSBRO;57473;LANDSBRO
Parkvägen 4;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Lockskär 830;82020;LJUSNE;82676;LJUSNE
Älvgatan 11;66052;EDSVALLA;66493;EDSVALLA
Storvallsjön 148;86041;LIDEN;85599;LIDEN
Hamnvägen 17;56034;VISINGSÖ;56394;VISINGSÖ
Södra Gårdavägen 14;37044;TJURKÖ;37363;TJURKÖ
Gammelbyn 56;93010;LÖVÅNGER;93293;LÖVÅNGER
Björkstigen 4;82074;STOCKA;82496;STOCKA
Irisvägen 1;52333;ULRICEHAMN;52341;ULRICEHAMN
Parkvägen 5;82064;NÄSVIKEN;82465;NÄSVIKEN
Ångströms väg 5;86025;KOVLAND;85561;KOVLAND
Hagaviksvägen 7B;35249;VÄXJÖ;35271;VÄXJÖ
Lekarvallen 33;82064;NÄSVIKEN;82466;NÄSVIKEN
Lästvik Försök;66010;DALS LÅNGED;66694;DALS LÅNGED
Lumavägen 37;82020;LJUSNE;82675;LJUSNE
Ströms säteri 102;46332;LILLA EDET;46392;LILLA EDET
Lennsjö 22;82062;BJURÅKER;82478;BJURÅKER
Mala 3189;28020;BJÄRNUM;28265;BJÄRNUM
Norrbobyn 21;82062;BJURÅKER;82477;BJURÅKER
Hagmoren 3351;82011;VALLSTA;82168;VALLSTA
Malmens väg 17;81040;HEDESUNDA;81845;HEDESUNDA
Blomsterstigen 11;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Berge 278;82071;ILSBO;82991;ILSBO
Åsenvägen 20;82023;BERGVIK;82667;BERGVIK
Storvallsjön 127;86041;LIDEN;85599;LIDEN
Övertjärnsvägen 10;82026;MARMAVERKEN;82666;MARMAVERKEN
Östbyn 110;83021;TANDSBYN;83499;TANDSBYN
Rolsmo Sjöändan;36024;LINNERYD;36297;LINNERYD
Akinvallsvägen 13;82046;RAMSJÖ;82775;RAMSJÖ
Clippervägen 15;28040;SKÅNES FAGERHULT;28673;SKÅNES FAGERHULT
Sågmästarevägen 35;35250;VÄXJÖ;35274;VÄXJÖ
Kyrkogatan 15B;43278;TVÅÅKER;43279;TVÅÅKER
Mellansjö Gammelvägen 14;82046;RAMSJÖ;82776;RAMSJÖ
Stenvärmsholm 2;36023;ÄLMEBODA;36298;ÄLMEBODA
Tå 204;82062;BJURÅKER;82478;BJURÅKER
Ugglevägen 12;29795;DEGEBERGA;27355;BRÖSARP
Schwerinvägen 60A;35249;VÄXJÖ;35272;VÄXJÖ
Blacke 441;93010;LÖVÅNGER;93293;LÖVÅNGER
Yckelsbo Sjöstig 20;82040;JÄRVSÖ;82753;JÄRVSÖ
Kastvedsvägen 3;82020;LJUSNE;82675;LJUSNE
Skogsbacken 2;66060;MOLKOM;65561;MOLKOM
Mångbyn 312;93010;LÖVÅNGER;93293;LÖVÅNGER
Tallbacken 1;57002;STOCKARYD;57694;STOCKARYD
Ardennervägen 14;28023;HÄSTVEDA;28275;HÄSTVEDA
Lingonstigen 20;93070;MALÅ;93932;MALÅ
Tallvägen 14;43278;TVÅÅKER;43279;TVÅÅKER
Hovsbodarna 189;85590;SUNDSVALL;85591;SUNDSVALL
Nyhedsvägen 29;82022;SANDARNE;82672;SANDARNE
Vingavägen 44N;35263;VÄXJÖ;35265;VÄXJÖ
Ämmaryd 2;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Moasenvägen 52;82046;RAMSJÖ;82776;RAMSJÖ
Farstorpsvägen 22;28020;BJÄRNUM;28264;BJÄRNUM
Gaperud 945;66060;MOLKOM;65597;MOLKOM
Björkgatan 6;82060;DELSBO;82470;DELSBO
Violvägen 6;86030;SÖRBERGE;86143;SÖRBERGE
Rogberga 3;56029;TENHULT;56161;TENHULT
Kramsta Smedsvägen 7;82040;JÄRVSÖ;82752;JÄRVSÖ
Ede 144;86013;STÖDE;86496;STÖDE
Brinasenvägen 71;82041;FÄRILA;82763;FÄRILA
Lindsberg 10;82041;FÄRILA;82763;FÄRILA
Hässleberga 1276;28020;BJÄRNUM;28265;BJÄRNUM
Notteberg 3;57010;KORSBERGA;57475;KORSBERGA
Gåsbackavägen 230;82060;DELSBO;82472;DELSBO
Hanåsvägen 28;28010;SÖSDALA;28271;SÖSDALA
Blistorpsvägen 615;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Huli 134;85751;SUNDSVALL;86342;SUNDSVALL
Vannaröd 1438;28010;SÖSDALA;28273;SÖSDALA
Aspstigen 3;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Harsa Grönvallvägen 24;82040;JÄRVSÖ;82753;JÄRVSÖ
Toftasjövägen 120;35249;VÄXJÖ;35272;VÄXJÖ
Lehultsvägen 10;28022;VITTSJÖ;28267;VITTSJÖ
Verkmyra 503;82023;BERGVIK;82668;BERGVIK
Alekull 2;57010;KORSBERGA;57476;KORSBERGA
Knivingaryd 833;38044;ALSTERBRO;38274;ALSTERBRO
Furuliden 10;28022;VITTSJÖ;28267;VITTSJÖ
Trollskogsvägen 3;57003;VRIGSTAD;57697;VRIGSTAD
Storgatan 28;36053;SKRUV;36594;SKRUV
Backliden 5;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Porsvägen 2;86013;STÖDE;86441;STÖDE
Skirö Strömsberg 6;57016;KVILLSFORS;57455;KVILLSFORS
Hårte 65;82076;JÄTTENDAL;82996;JÄTTENDAL
Stråsjö 192;82041;FÄRILA;82763;FÄRILA
Gryttje 693;82077;GNARP;82962;GNARP
Kuppramåla 2;36053;SKRUV;36594;SKRUV
Fabriksgatan 5;36071;NORRHULT;36444;NORRHULT
Knektvägen 5;82041;FÄRILA;82762;FÄRILA
Rödmyravägen 178;82040;JÄRVSÖ;82753;JÄRVSÖ
Skån 28;82062;BJURÅKER;82479;BJURÅKER
Höråsvägen 9;43278;TVÅÅKER;43279;TVÅÅKER
Flästa 5877;82010;ARBRÅ;82163;ARBRÅ
Bröna 2255;28022;VITTSJÖ;28268;VITTSJÖ
Skrämsta 48;82070;BERGSJÖ;82953;BERGSJÖ
Malöga 24;66040;SEGMON;66496;SEGMON
Olnirsvägen 10B;82060;DELSBO;82470;DELSBO
Kyrkovägen 16;28022;VITTSJÖ;28266;VITTSJÖ
Kompanivägen 8;82010;ARBRÅ;82163;ARBRÅ
Jönköpingsvägen 7;56029;TENHULT;56161;TENHULT
Smältare Pers väg 4;38044;ALSTERBRO;38273;ALSTERBRO
Norrhult Nydala;36071;NORRHULT;36444;NORRHULT
Skånegatan 138;43230;VARBERG;43239;VARBERG
Älgstigen 5;82023;BERGVIK;82667;BERGVIK
Gammelgårdsvägen 5;82077;GNARP;82960;GNARP
Tunbyn 404;85590;SUNDSVALL;85358;SUNDSVALL
Lindskärsvägen 38;72592;VÄSTERÅS;72590;VÄSTERÅS
Rävemåla Bygdegård;36023;ÄLMEBODA;36298;ÄLMEBODA
Rotprick 7;82070;BERGSJÖ;82951;BERGSJÖ
Kullsvägen 8;34032;GRIMSLÖV;34254;GRIMSLÖV
Verkmyra 576;82023;BERGVIK;82668;BERGVIK
Guldvägen 17;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Åsundatorpvägen 412;66050;VÅLBERG;66494;VÅLBERG
Bästdal 206;82064;NÄSVIKEN;82467;NÄSVIKEN
Hemmeströ 4635;28020;BJÄRNUM;28265;BJÄRNUM
Strömmingsskär 45;72592;VÄSTERÅS;72590;VÄSTERÅS
Hällingen 126;86041;LIDEN;85598;LIDEN
Uvåsvägen 47;82040;JÄRVSÖ;82754;JÄRVSÖ
Nolby 583;66057;VÄSE;65595;VÄSE
Slageryd svensgård 16;57010;KORSBERGA;57475;KORSBERGA
Smevägen 8;82078;HASSELA;82998;HASSELA
Idrottsvägen 5D;36024;LINNERYD;36258;LINNERYD
Nordvåg 5;47196;BLEKET;47150;BLEKET
Krånge 198;86025;KOVLAND;85592;KOVLAND
Norrhultsvägen 35G;36071;NORRHULT;36444;NORRHULT
Varvsvägen sluss 18B;66011;BILLINGSFORS;66641;BILLINGSFORS
Lakeberg 4;57016;KVILLSFORS;57455;KVILLSFORS
Bäckvägen 1;28072;KILLEBERG;28376;KILLEBERG
Sörfjärden Strandvägen 74;82077;GNARP;82962;GNARP
Ljungarpsvägen 15A;56030;TENHULT;56162;TENHULT
Gammelsågen 970;82022;SANDARNE;82672;SANDARNE
Flästa Kvicktorpet 6005;82010;ARBRÅ;82163;ARBRÅ
Flottarvägen 22;82020;LJUSNE;82675;LJUSNE
Mickels väg 16;56029;TENHULT;56160;TENHULT
Stocksbo nylandsväg 17;82041;FÄRILA;82763;FÄRILA
Östra Infarten 4;36053;SKRUV;36594;SKRUV
Högsbyvägen 3C;35250;VÄXJÖ;35274;VÄXJÖ
Smultronvägen 4;86013;STÖDE;86441;STÖDE
Idrottsgatan 6;28020;BJÄRNUM;28262;BJÄRNUM
Östanbovägen 4;82022;SANDARNE;82672;SANDARNE
Kallsjötorp 2;57012;LANDSBRO;57473;LANDSBRO
Tjärnberget 113;86013;STÖDE;86495;STÖDE
Finsjövägen 34;38053;FLISERYD;38473;FLISERYD
Baståsvägen 15A;66011;BILLINGSFORS;66641;BILLINGSFORS
Rydvägen 1376-10;29060;KYRKHULT;29394;KYRKHULT
Nyeds-Bergstorp 726;66060;MOLKOM;65597;MOLKOM
Östra Järnvägsgatan 1;28023;HÄSTVEDA;28275;HÄSTVEDA
Flundrevägen 5;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Kållerud Risviken 211;66040;SEGMON;66496;SEGMON
Tidafors 517;66060;MOLKOM;65598;MOLKOM
Horröd 1391;28010;SÖSDALA;28273;SÖSDALA
Oxsjö 132;86041;LIDEN;85599;LIDEN
Fiskare Pers väg 10;54066;SJÖTORP;54266;SJÖTORP
Knopvägen 4;37043;STURKÖ;37361;STURKÖ
Mastvägen 6;86035;SÖRÅKER;86152;SÖRÅKER
Bodavägen 73;82040;JÄRVSÖ;82753;JÄRVSÖ
Svarvaregatan 9;38044;ALSTERBRO;38273;ALSTERBRO
Finnekumla 206;52011;VEGBY;52362;VEGBY
Fridhemsplan 60;82020;LJUSNE;82675;LJUSNE
Strömås 201;86025;KOVLAND;85592;KOVLAND
Holsby 14;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Hovmansbygdsvägen 535;29060;KYRKHULT;29394;KYRKHULT
Stenhuggerivägen 8E;37043;STURKÖ;37361;STURKÖ
Toftasjövägen 161;35249;VÄXJÖ;35272;VÄXJÖ
Renåsvallen 6;82060;DELSBO;82472;DELSBO
Björkeröd 3218;28020;BJÄRNUM;28265;BJÄRNUM
Smittegårdsvägen 8;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Hjälshammar Utsikten;33193;VÄRNAMO;33144;VÄRNAMO
Idrottsvägen 1;36065;BODA GLASBRUK;36197;BODA GLASBRUK
Perenngatan 4;86035;SÖRÅKER;86151;SÖRÅKER
Huli 129;85751;SUNDSVALL;86342;SUNDSVALL
Vike 252;86041;LIDEN;85598;LIDEN
Prärievägen 11;77070;LÅNGSHYTTAN;77673;LÅNGSHYTTAN
Ede Olgörsvägen 3;82040;JÄRVSÖ;82753;JÄRVSÖ
Harvom 106;86040;INDAL;85597;INDAL
Rävninge 2203;28023;HÄSTVEDA;28276;HÄSTVEDA
Skålbovallen 85;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Sörnaggen 10;82062;BJURÅKER;82479;BJURÅKER
Berghagsvägen 2;66052;EDSVALLA;66493;EDSVALLA
Bondegatan 1;82010;ARBRÅ;82160;ARBRÅ
Östvedavägen 88;81040;HEDESUNDA;81896;HEDESUNDA
Nyvägen 13;81040;HEDESUNDA;81845;HEDESUNDA
Åsnebo Nordfjällsviken 6;66010;DALS LÅNGED;66694;DALS LÅNGED
Torshult 404;38044;ALSTERBRO;38274;ALSTERBRO
Undersvik 8988;82011;VALLSTA;82167;VALLSTA
Dragsved 206;82062;BJURÅKER;82479;BJURÅKER
Ellerviksringen 8;82023;BERGVIK;82667;BERGVIK
Piravägen 10;82077;GNARP;82960;GNARP
Norremarksvägen 4;36072;KLAVRESTRÖM;36445;KLAVRESTRÖM
Södergatan 7;57016;KVILLSFORS;57455;KVILLSFORS
Koldemo 4077;82010;ARBRÅ;82162;ARBRÅ
Björkgatan 53;82060;DELSBO;82470;DELSBO
Sj-Vägen 41;86013;STÖDE;86496;STÖDE
Lillbo 13;82060;DELSBO;82472;DELSBO
Jobsmyra 107;82060;DELSBO;82472;DELSBO
Froms väg 1;82023;BERGVIK;82667;BERGVIK
Vattenverksvägen 38;93010;LÖVÅNGER;93261;LÖVÅNGER
Varvsvägen 25;54066;SJÖTORP;54266;SJÖTORP
Sörfjärden Aktergränd 2;82077;GNARP;82962;GNARP
Eriks udde 413;86035;SÖRÅKER;86194;SÖRÅKER
Bastutjärn 136;93591;NORSJÖ;93593;NORSJÖ
Nösnäsliden 111;44491;STENUNGSUND;44453;STENUNGSUND
Fullerö 8;72591;VÄSTERÅS;72590;VÄSTERÅS
Hästhovsgatan 3;28070;LÖNSBODA;28371;LÖNSBODA
Pärs väg 2;37043;STURKÖ;37361;STURKÖ
Svedbro 513;82077;GNARP;82961;GNARP
Farstorp 1287;28023;HÄSTVEDA;28276;HÄSTVEDA
Skogs-Bodarne 435;82029;STRÅTJÄRA;82669;STRÅTJÄRA
Gärde 9;93010;LÖVÅNGER;93293;LÖVÅNGER
Hägghult 704;28070;LÖNSBODA;28393;LÖNSBODA
Östra Torggatan 1A;57001;RÖRVIK;57693;RÖRVIK
Söräng 4;57021;MALMBÄCK;57169;MALMBÄCK
Ingenjörsvägen 53;66050;VÅLBERG;66450;VÅLBERG
Rannklovsvägen 9A;72592;VÄSTERÅS;72590;VÄSTERÅS
Båthamnsgatan 51;86035;SÖRÅKER;86152;SÖRÅKER
Hässlegatan 8;28023;HÄSTVEDA;28275;HÄSTVEDA
Nytthöjden 713;66057;VÄSE;65596;VÄSE
Laxsjövägen 16;66010;DALS LÅNGED;66694;DALS LÅNGED
Mellangatan 3;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Skärsnäsvägen 115;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Snöflebodavägen 600;29060;KYRKHULT;29394;KYRKHULT
Borrsvängen 14;83021;TANDSBYN;83499;TANDSBYN
Medskogsvägen 13;85590;SUNDSVALL;85358;SUNDSVALL
Movägen 5;28022;VITTSJÖ;28267;VITTSJÖ
Stockeldsvägen 10;66050;VÅLBERG;66450;VÅLBERG
Vetlandavägen 1;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Kyskens väg 8;37044;TJURKÖ;37363;TJURKÖ
Torsked 315;66060;MOLKOM;65598;MOLKOM
Granhultsvägen 1P;56029;TENHULT;56160;TENHULT
Lunden 1;57001;RÖRVIK;57693;RÖRVIK
Karhult 2637;28072;KILLEBERG;28396;KILLEBERG
Råabergsvägen 15;29038;VILLANDS VÅNGA;29198;VILLANDS VÅNGA
Norregatan 7;28010;SÖSDALA;28272;SÖSDALA
Sänningstjärn 75;82078;HASSELA;82998;HASSELA
Onsäng 916;82692;SÖDERALA;82661;SÖDERALA
Huljen 126;86013;STÖDE;86496;STÖDE
Brännamåla 3;36023;ÄLMEBODA;36298;ÄLMEBODA
Arnön 620;66057;VÄSE;65595;VÄSE
Norrbäcken 137;86025;KOVLAND;85592;KOVLAND
Morängsvägen 3;82074;STOCKA;82496;STOCKA
Norrbobyn 61;82062;BJURÅKER;82477;BJURÅKER
Lönnånger 156;82075;HARMÅNGER;82995;HARMÅNGER
Olnirsvägen 58C;82060;DELSBO;82470;DELSBO
Slättevalla Liden 3;54066;SJÖTORP;54266;SJÖTORP
Jakobs väg 12;31198;GLOMMEN;31154;GLOMMEN
Bruksvägen 2;38053;FLISERYD;38473;FLISERYD
Friggesundsvägen 6D;82062;BJURÅKER;82478;BJURÅKER
Vattenverksvägen 16A;37042;TORHAMN;37371;TORHAMN
